Pr,m,Ra_c,omega_c,crossing_found,sigma_min,status
0.07,14,11972.2,22.867,True,2.72126e-13,ok
0.07,15,14344.1,21.4532,True,1.11774e-13,ok
0.1,1,1154.28,-76.5496,True,9.62681e-09,ok
0.1,2,1096.81,110.339,True,1.01908e-10,ok
0.1,3,1077.2900004653018,81.718899936021,True,1.0863e-07,ok
0.1,4,1145.78,63.2399,True,2.29865e-10,ok
0.1,5,1309.77,52.8399,True,6.10275e-13,ok
0.1,6,1573.36,45.7625,True,4.35944e-14,ok
0.1,7,1940.5,40.4363,True,6.80745e-14,ok
0.1,8,2419.32,36.222,True,1.18353e-13,ok
0.1,9,3020.95,32.7885,True,2.68557e-13,ok
0.1,10,3758.61,29.9351,True,6.83981e-14,ok
0.1,11,4646.99,27.5276,True,2.62905e-14,ok
0.1,12,5702.02,25.4711,True,2.29591e-13,ok
0.1,13,6940.62,23.6955,True,2.72722e-13,ok
0.1,14,8380.68,22.1481,True,2.11035e-13,ok
0.1,15,10041.0,20.7883,True,3.05864e-13,ok
0.3,1,1179.119999838134,-47.59870002893911,True,2.63104e-08,ok
0.3,2,1202.45,-45.6248,True,1.66385e-09,ok
0.3,3,369.894,33.9359,True,7.19204e-14,ok
0.3,4,388.434,36.9259,True,2.36534e-14,ok
0.3,5,441.025,36.0413,True,8.11212e-14,ok
0.3,6,527.563,33.7176,True,1.26219e-13,ok
0.3,7,649.091,31.0846,True,3.01712e-14,ok
0.3,8,808.135,28.5599,True,3.39591e-14,ok
0.3,9,1008.3,26.2742,True,1.91607e-14,ok
0.3,10,1253.91,24.2496,True,5.71253e-14,ok
0.3,11,1549.84,22.4696,True,7.00663e-14,ok
0.3,12,1901.36,20.9057,True,1.06142e-13,ok
0.3,13,2314.12,19.5284,True,4.76317e-14,ok
0.3,14,2794.05,18.3106,True,2.2334e-13,ok
0.3,15,3347.4,17.2287,True,1.52415e-13,ok
0.5,1,290.634,12.3981,True,1.11993e-12,ok
0.5,2,220.958,14.4366,True,4.0493e-14,ok
0.5,3,218.828,21.9426,True,6.68184e-15,ok
0.5,4,233.678,26.3199,True,4.80683e-15,ok
0.5,5,266.197,27.4288,True,0.0,ok
0.5,6,318.102,26.719,True,7.43059e-14,ok
0.5,7,390.779,25.2554,True,3.98327e-14,ok
0.5,8,485.96,23.577,True,3.85715e-14,ok
0.5,9,605.853,21.9208,True,1.33371e-14,ok
0.5,10,753.06,20.3797,True,8.06943e-14,ok
0.5,11,930.493,18.982,True,1.05008e-13,ok
0.5,12,1141.31,17.7282,True,3.92549e-14,ok
0.5,13,1388.88,16.6078,True,4.01915e-14,ok
0.5,14,1676.78,15.6065,True,5.74621e-14,ok
0.5,15,2008.75,14.7099,True,6.60639e-14,ok
0.7,1,199.013,8.38416,True,7.80421e-15,ok
0.7,2,154.576,10.3915,True,1.49857e-14,ok
0.7,3,154.968,16.4044,True,1.68056e-14,ok
0.7,4,167.06,20.5503,True,3.22345e-14,ok
0.7,5,190.906,22.1809,True,2.73109e-14,ok
0.7,6,228.09,22.1422,True,3.40199e-14,ok
0.7,7,279.927,21.2731,True,3.14017e-14,ok
0.7,8,347.797,20.0768,True,4.19538e-14,ok
0.7,9,433.322,18.8059,True,7.36206e-15,ok
0.7,10,538.375,17.5753,True,3.64374e-14,ok
0.7,11,665.035,16.4318,True,2.06088e-14,ok
0.7,12,815.557,15.3893,True,5.25871e-14,ok
0.7,13,992.346,14.4472,True,5.21386e-14,ok
0.7,14,1197.95,13.5984,True,1.25745e-13,ok
0.7,15,1435.03,12.8337,True,1.18858e-13,ok
1.0,1,135.494,5.76583,True,8.30456e-15,ok
1.0,2,106.49,7.38488,True,9.08215e-15,ok
1.0,3,107.671,11.9783,True,0.0,ok
1.0,4,117.021,15.5218,True,2.67481e-14,ok
1.0,5,134.184,17.2635,True,1.2408e-14,ok
1.0,6,160.35,17.6285,True,1.29381e-14,ok
1.0,7,196.612,17.2092,True,2.05501e-14,ok
1.0,8,244.044,16.4224,True,3.18136e-14,ok
1.0,9,303.828,15.5027,True,1.03394e-13,ok
1.0,10,377.288,14.5687,True,7.36385e-14,ok
1.0,11,465.885,13.676,True,7.7868e-15,ok
1.0,12,571.197,12.847,True,8.93285e-14,ok
1.0,13,694.905,12.0883,True,1.72372e-13,ok
1.0,14,838.789,11.3984,True,4.32732e-14,ok
1.0,15,1004.72,10.7727,True,1.48168e-13,ok
1.2,1,111.758,4.79145,True,1.21071e-14,ok
1.2,2,88.1825,6.2047,True,1.28225e-14,ok
1.2,3,89.4457,10.171,True,1.57922e-14,ok
1.2,4,97.5475,13.3604,True,1.73404e-14,ok
1.2,5,112.042,15.0497,True,3.30038e-14,ok
1.2,6,133.916,15.5237,True,0.0,ok
1.2,7,164.135,15.267,True,9.704e-15,ok
1.2,8,203.635,14.6461,True,5.95379e-14,ok
1.2,9,253.42,13.878,True,6.14753e-14,ok
1.2,10,314.605,13.0775,True,4.74678e-15,ok
1.2,11,388.407,12.3008,True,2.09983e-14,ok
1.2,12,476.142,11.5726,True,8.73527e-14,ok
1.2,13,579.212,10.9016,True,1.64931e-13,ok
1.2,14,699.099,10.2887,True,6.02319e-14,ok
1.2,15,837.36,9.73085,True,8.93575e-14,ok
1.4,1,95.1051,4.10398,True,3.73983e-15,ok
1.4,2,75.2404,5.35405,True,1.59127e-14,ok
1.4,3,76.4906,8.84393,True,1.41109e-14,ok
1.4,4,83.6334,11.7332,True,0.0,ok
1.4,5,96.1891,13.3428,True,2.22359e-14,ok
1.4,6,114.991,13.8698,True,2.66969e-14,ok
1.4,7,140.898,13.7196,True,4.17951e-14,ok
1.4,8,174.738,13.2169,True,2.18184e-14,ok
1.4,9,217.388,12.5617,True,2.18986e-15,ok
1.4,10,269.809,11.8633,True,4.29686e-14,ok
1.4,11,333.047,11.1769,True,6.41449e-14,ok
1.4,12,408.231,10.5281,True,0.0,ok
1.4,13,496.562,9.92713,True,7.11167e-14,ok
1.4,14,599.309,9.37593,True,3.9039e-14,ok
1.4,15,717.808,8.87278,True,5.89974e-14,ok
1.6,1,82.7733,3.59145,True,4.29606e-15,ok
1.6,2,65.6082,4.71065,True,8.62264e-15,ok
1.6,3,66.8105,7.8265,True,6.80057e-15,ok
1.6,4,73.1951,10.4626,True,1.0634e-14,ok
1.6,5,84.2755,11.9858,True,4.58542e-14,ok
1.6,6,100.768,12.5355,True,2.18075e-14,ok
1.6,7,123.442,12.4576,True,4.09205e-14,ok
1.6,8,153.041,12.0421,True,2.81743e-14,ok
1.6,9,190.344,11.4736,True,3.65384e-14,ok
1.6,10,236.195,10.8554,True,7.03204e-14,ok
1.6,11,291.513,10.2412,True,4.36659e-14,ok
1.6,12,357.286,9.65666,True,3.36471e-14,ok
1.6,13,434.564,9.11258,True,1.1524e-15,ok
1.6,14,524.459,8.61192,True,1.74972e-14,ok
1.6,15,628.137,8.15377,True,9.22651e-15,ok
1.8,1,73.2731,3.19396,True,6.2292e-15,ok
1.8,2,58.1607,4.20645,True,1.47334e-15,ok
1.8,3,59.3037,7.02088,True,1.36815e-14,ok
1.8,4,65.0745,9.44213,True,6.18629e-15,ok
1.8,5,74.9935,10.8806,True,1.31436e-14,ok
1.8,6,89.6854,11.4362,True,1.45201e-14,ok
1.8,7,109.846,11.4085,True,6.68314e-14,ok
1.8,8,136.149,11.0593,True,3.05525e-14,ok
1.8,9,169.295,10.5591,True,8.51006e-14,ok
1.8,10,210.039,10.0054,True,4.16786e-14,ok
1.8,11,259.199,9.45009,True,5.94885e-14,ok
1.8,12,317.653,8.91843,True,3.42183e-14,ok
1.8,13,386.336,8.42156,True,1.08267e-14,ok
1.8,14,466.236,7.96303,True,9.15189e-14,ok
1.8,15,558.388,7.54256,True,3.94755e-14,ok
2.0,1,65.7295,2.8764,True,1.37784e-15,ok
2.0,2,52.2306,3.80042,True,7.21581e-15,ok
2.0,3,53.3127,6.36675,True,9.0007e-15,ok
2.0,4,58.5768,8.60422,True,2.67126e-14,ok
2.0,5,67.5568,9.96289,True,3.44374e-14,ok
2.0,6,80.8049,10.5146,True,1.38085e-14,ok
2.0,7,98.9547,10.5227,True,5.07091e-14,ok
2.0,8,122.623,10.2249,True,0.0,ok
2.0,9,152.445,9.77959,True,9.55639e-14,ok
2.0,10,189.105,9.27892,True,3.94302e-14,ok
2.0,11,233.34,8.77245,True,4.6991e-14,ok
2.0,12,285.941,8.28506,True,4.00093e-14,ok
2.0,13,347.749,7.82796,True,6.63303e-14,ok
2.0,14,419.652,7.40509,True,3.04397e-15,ok
2.0,15,502.584,7.01659,True,1.32548e-13,ok
2.2,1,59.5942,2.61669,True,3.80087e-16,ok
2.2,2,47.3974,3.46628,True,6.66971e-15,ok
2.2,3,48.4205,5.82483,True,9.41709e-15,ok
2.2,4,53.2594,7.90365,True,1.90721e-14,ok
2.2,5,61.4643,9.1885,True,2.92921e-14,ok
2.2,6,73.5285,9.73075,True,1.18265e-14,ok
2.2,7,90.0332,9.76463,True,2.3818e-14,ok
2.2,8,111.546,9.50765,True,2.50897e-14,ok
2.2,9,138.65,9.10733,True,4.48918e-14,ok
2.2,10,171.97,8.65079,True,3.63496e-14,ok
2.2,11,212.176,8.18551,True,3.16148e-14,ok
2.2,12,259.989,7.73569,True,2.40833e-14,ok
2.2,13,316.172,7.31253,True,7.71772e-14,ok
2.2,14,381.534,6.92021,True,3.4559e-14,ok
2.2,15,456.923,6.5592,True,3.70181e-14,ok
2.4,1,54.5065,2.40025,True,2.87831e-15,ok
2.4,2,43.3825,3.18641,True,5.63616e-15,ok
2.4,3,44.3504,5.36838,True,9.59883e-15,ok
2.4,4,48.8275,7.30909,True,1.03795e-14,ok
2.4,5,56.3814,8.5262,True,2.01772e-14,ok
2.4,6,67.457,9.05591,True,5.69056e-15,ok
2.4,7,82.5906,9.10859,True,2.53306e-14,ok
2.4,8,102.308,8.88449,True,1.31452e-14,ok
2.4,9,127.149,8.52158,True,2.11631e-14,ok
2.4,10,157.685,8.10232,True,4.46412e-14,ok
2.4,11,194.535,7.67219,True,1.06194e-14,ok
2.4,12,238.358,7.25465,True,1.02254e-14,ok
2.4,13,289.855,6.86079,True,1.9597e-14,ok
2.4,14,349.767,6.49492,True,3.86378e-14,ok
2.4,15,418.87,6.15779,True,5.36748e-14,ok
2.6,1,50.2192,2.21706,True,4.09286e-15,ok
2.6,2,39.9944,2.94853,True,0.0,ok
2.6,3,40.9113,4.97858,True,1.10073e-14,ok
2.6,4,45.0768,6.79807,True,3.84806e-15,ok
2.6,5,52.076,7.95323,True,1.22895e-14,ok
2.6,6,62.3135,8.46877,True,1.99063e-14,ok
2.6,7,76.2868,8.53524,True,1.7187e-14,ok
2.6,8,94.4859,8.33804,True,2.89447e-15,ok
2.6,9,117.411,8.00665,True,1.06759e-14,ok
2.6,10,145.594,7.61927,True,7.25085e-15,ok
2.6,11,179.605,7.21945,True,4.77389e-14,ok
2.6,12,220.052,6.82994,True,1.81264e-14,ok
2.6,13,267.584,6.46162,True,1.97007e-14,ok
2.6,14,322.884,6.11889,True,1.18468e-13,ok
2.6,15,386.669,5.80268,True,7.6634e-14,ok
2.8,1,46.5572,2.05997,True,5.41787e-15,ok
2.8,2,37.097,2.74383,True,0.0,ok
2.8,3,37.967,4.64178,True,2.99012e-15,ok
2.8,4,41.8615,6.35408,True,1.00855e-14,ok
2.8,5,48.3824,7.4526,True,1.38742e-14,ok
2.8,6,57.9002,7.95325,True,1.22896e-14,ok
2.8,7,70.8787,8.02986,True,1.16327e-14,ok
2.8,8,87.7765,7.85495,True,3.33942e-14,ok
2.8,9,109.061,7.55041,True,7.91155e-15,ok
2.8,10,135.227,7.19058,True,4.16175e-14,ok
2.8,11,166.804,6.81718,True,6.32056e-14,ok
2.8,12,204.359,6.4522,True,3.69757e-14,ok
2.8,13,248.493,6.10634,True,4.5537e-14,ok
2.8,14,299.84,5.78401,True,2.04283e-14,ok
2.8,15,359.066,5.48629,True,3.84296e-14,ok
3.0,1,43.3929,1.92374,True,5.95761e-15,ok
3.0,2,34.5909,2.56578,True,2.92355e-15,ok
3.0,3,35.418,4.34781,True,2.62338e-15,ok
3.0,4,39.0745,5.96471,True,0.0,ok
3.0,5,45.1785,7.01142,True,6.82232e-15,ok
3.0,6,54.0716,7.49698,True,1.55999e-15,ok
3.0,7,66.1879,7.58103,True,1.11662e-14,ok
3.0,8,81.9581,7.42479,True,3.51922e-14,ok
3.0,9,101.821,7.14338,True,3.82404e-14,ok
3.0,10,126.239,6.80756,True,2.31529e-14,ok
3.0,11,155.708,6.45737,True,4.16643e-14,ok
3.0,12,190.756,6.11406,True,3.11266e-14,ok
3.0,13,231.945,5.78809,True,4.9283e-14,ok
3.0,14,279.866,5.48389,True,4.25694e-14,ok
3.0,15,335.143,5.20262,True,9.91674e-14,ok
3.2,1,40.6314,1.80447,True,5.78405e-15,ok
3.2,2,32.4019,2.4095,True,9.66842e-16,ok
3.2,3,33.1897,4.08897,True,1.11375e-14,ok
3.2,4,36.6356,5.62044,True,0.0,ok
3.2,5,42.3731,6.61966,True,1.82437e-14,ok
3.2,6,50.7187,7.09029,True,4.186e-15,ok
3.2,7,62.0803,7.17976,True,8.58463e-15,ok
3.2,8,76.8641,7.03932,True,1.65042e-14,ok
3.2,9,95.483,6.778,True,4.46295e-14,ok
3.2,10,118.372,6.46329,True,3.59434e-14,ok
3.2,11,145.996,6.13364,True,2.19283e-14,ok
3.2,12,178.852,5.8096,True,2.43566e-14,ok
3.2,13,217.464,5.50138,True,1.51205e-14,ok
3.2,14,262.389,5.21338,True,2.94207e-14,ok
3.2,15,314.208,4.94685,True,4.00737e-14,ok
3.4,1,38.2003,1.69917,True,1.25012e-14,ok
3.4,2,30.4734,2.27121,True,2.29078e-15,ok
3.4,3,31.2251,3.8593,True,0.0,ok
3.4,4,34.4833,5.31384,True,2.35119e-15,ok
3.4,5,39.896,6.26944,True,6.54574e-15,ok
3.4,6,47.7578,6.7255,True,3.76635e-15,ok
3.4,7,58.4534,6.81886,True,1.29055e-15,ok
3.4,8,72.367,6.69192,True,9.94355e-15,ok
3.4,9,89.8887,6.44819,True,3.23135e-14,ok
3.4,10,111.429,6.15217,True,1.26063e-14,ok
3.4,11,137.426,5.84082,True,2.84066e-14,ok
3.4,12,168.347,5.53402,True,4.42014e-14,ok
3.4,13,204.686,5.24173,True,9.15125e-15,ok
3.4,14,246.966,4.9683,True,1.43875e-14,ok
3.4,15,295.736,4.71504,True,0.0,ok
3.6,1,36.0437,1.60552,True,4.29271e-15,ok
3.6,2,28.7615,2.14796,True,1.7928e-15,ok
3.6,3,29.48,3.65413,True,5.18854e-15,ok
3.6,4,32.5699,5.03904,True,1.76192e-14,ok
3.6,5,37.6928,5.95447,True,8.85686e-15,ok
3.6,6,45.124,6.39645,True,0.0,ok
3.6,7,55.2275,6.49252,True,9.35982e-15,ok
3.6,8,68.3677,6.3772,True,1.46742e-14,ok
3.6,9,84.9143,6.14898,True,3.88292e-14,ok
3.6,10,105.256,5.86963,True,1.1475e-14,ok
3.6,11,129.807,5.57469,True,1.89764e-14,ok
3.6,12,159.007,5.28341,True,2.40182e-14,ok
3.6,13,193.326,5.00548,True,1.04312e-14,ok
3.6,14,233.256,4.74523,True,3.24988e-14,ok
3.6,15,279.315,4.50399,True,2.98415e-14,ok
3.8,1,34.1176,1.52167,True,1.02828e-15,ok
3.8,2,27.2317,2.03743,True,6.68255e-15,ok
3.8,3,27.9197,3.46971,True,1.00244e-14,ok
3.8,4,30.8578,4.79131,True,9.55765e-15,ok
3.8,5,35.7204,5.66969,True,8.92215e-15,ok
3.8,6,42.7659,6.09813,True,1.03215e-15,ok
3.8,7,52.3394,6.19602,True,2.66389e-14,ok
3.8,8,64.7877,6.09076,True,1.44152e-14,ok
3.8,9,80.462,5.87632,True,2.77945e-14,ok
3.8,10,99.7313,5.6119,True,0.0,ok
3.8,11,122.988,5.33175,True,2.52488e-14,ok
3.8,12,150.65,5.05451,True,2.26912e-14,ok
3.8,13,183.161,4.78962,True,3.37464e-14,ok
3.8,14,220.988,4.54132,True,3.20556e-14,ok
3.8,15,264.623,4.31102,True,5.72576e-14,ok
4.0,1,32.3869,1.44616,True,6.96573e-16,ok
4.0,2,25.8564,1.93773,True,2.5012e-15,ok
4.0,3,26.5162,3.30306,True,4.23946e-15,ok
4.0,4,29.3168,4.56686,True,6.9465e-15,ok
4.0,5,33.9443,5.41095,True,3.25055e-15,ok
4.0,6,40.6422,5.82642,True,8.48001e-15,ok
4.0,7,49.7387,5.92542,True,2.92355e-15,ok
4.0,8,61.5643,5.82896,True,2.82913e-15,ok
4.0,9,76.4537,5.62682,True,1.9333e-14,ok
4.0,10,94.758,5.37586,True,1.12298e-14,ok
4.0,11,116.85,5.10911,True,5.43377e-14,ok
4.0,12,143.128,4.84462,True,2.28001e-14,ok
4.0,13,174.012,4.5916,True,4.2717e-14,ok
4.0,14,209.947,4.35422,True,6.31471e-15,ok
4.0,15,251.399,4.13391,True,1.1858e-14,ok
4.2,1,30.8233,1.37781,True,8.43043e-16,ok
4.2,2,24.6133,1.84735,True,3.78888e-16,ok
4.2,3,25.2471,3.15171,True,4.96266e-15,ok
4.2,4,27.9224,4.36252,True,8.97996e-15,ok
4.2,5,32.3366,5.17482,True,1.11489e-14,ok
4.2,6,38.7197,5.57791,True,8.63561e-15,ok
4.2,7,47.3845,5.67749,True,2.68401e-14,ok
4.2,8,58.6467,5.58874,True,4.33459e-15,ok
4.2,9,72.8261,5.39764,True,1.3747e-14,ok
4.2,10,90.2575,5.15887,True,1.92058e-14,ok
4.2,11,111.296,4.90431,True,1.40193e-14,ok
4.2,12,136.322,4.65147,True,1.3812e-14,ok
4.2,13,165.734,4.4093,True,2.91396e-14,ok
4.2,14,199.956,4.18193,True,4.70843e-14,ok
4.2,15,239.433,3.97077,True,5.38277e-14,ok
4.4,1,29.4037,1.31564,True,1.34518e-15,ok
4.4,2,23.4842,1.76504,True,3.45877e-16,ok
4.4,3,24.0938,3.01364,True,4.03324e-15,ok
4.4,4,26.6546,4.17572,True,9.67927e-16,ok
4.4,5,30.8744,4.95846,True,8.1889e-15,ok
4.4,6,36.971,5.34975,True,1.35041e-14,ok
4.4,7,45.2433,5.44947,True,1.15395e-14,ok
4.4,8,55.9934,5.36754,True,1.67927e-14,ok
4.4,9,69.5274,5.18641,True,2.38909e-14,ok
4.4,10,86.1653,4.95872,True,2.79816e-14,ok
4.4,11,106.247,4.7153,True,2.90046e-14,ok
4.4,12,130.133,4.47312,True,3.44321e-14,ok
4.4,13,158.208,4.24093,True,7.98716e-15,ok
4.4,14,190.874,4.02276,True,2.65002e-14,ok
4.4,15,228.556,3.82003,True,1.6201e-14,ok
4.6,1,28.1092,1.25884,True,1.75936e-16,ok
4.6,2,22.4542,1.68977,True,2.21902e-15,ok
4.6,3,23.0414,2.88719,True,2.77639e-15,ok
4.6,4,25.497,4.00428,True,8.01073e-15,ok
4.6,5,29.5388,4.75949,True,1.13173e-14,ok
4.6,6,35.3736,5.13953,True,5.13211e-15,ok
4.6,7,43.2874,5.23908,True,8.38017e-15,ok
4.6,8,53.57,5.16319,True,1.62783e-14,ok
4.6,9,66.5148,4.99108,True,3.45708e-15,ok
4.6,10,82.4282,4.77352,True,6.32452e-15,ok
4.6,11,101.636,4.54032,True,3.43301e-14,ok
4.6,12,124.483,4.30795,True,2.83306e-14,ok
4.6,13,151.335,4.08494,True,3.24205e-15,ok
4.6,14,182.581,3.87525,True,2.66766e-14,ok
4.6,15,218.623,3.68031,True,2.10526e-14,ok
4.8,1,26.9238,1.20676,True,0.0,ok
4.8,2,21.5107,1.62065,True,4.95723e-15,ok
4.8,3,22.077,2.77093,True,5.54083e-15,ok
4.8,4,24.4358,3.84638,True,1.06765e-14,ok
4.8,5,28.314,4.57589,True,5.23051e-15,ok
4.8,6,33.9086,4.94522,True,2.03631e-15,ok
4.8,7,41.4937,5.04433,True,1.83624e-14,ok
4.8,8,51.3478,4.97383,True,2.05994e-15,ok
4.8,9,63.7525,4.80994,True,1.28428e-14,ok
4.8,10,79.002,4.60166,True,1.29301e-14,ok
4.8,11,97.4081,4.37786,True,5.31954e-16,ok
4.8,12,119.302,4.15455,True,3.40139e-14,ok
4.8,13,145.036,3.94002,True,2.67141e-14,ok
4.8,14,174.978,3.73818,True,2.24957e-14,ok
4.8,15,209.518,3.55045,True,9.79657e-15,ok
5.0,1,25.8343,1.15882,True,2.53447e-15,ok
5.0,2,20.6432,1.55698,True,5.92104e-15,ok
5.0,3,21.1901,2.66369,True,2.75705e-15,ok
5.0,4,23.4594,3.70048,True,5.7011e-15,ok
5.0,5,27.1868,4.40594,True,0.0,ok
5.0,6,32.5602,4.76508,True,6.9324e-15,ok
5.0,7,39.8429,4.86355,True,1.77264e-14,ok
5.0,8,49.3028,4.79788,True,1.40563e-14,ok
5.0,9,61.2107,4.64148,True,1.49487e-14,ok
5.0,10,75.8494,4.44174,True,9.30906e-15,ok
5.0,11,93.5184,4.22663,True,6.44587e-15,ok
5.0,12,114.536,4.01169,True,3.17149e-14,ok
5.0,13,139.239,3.80504,True,1.20556e-14,ok
5.0,14,167.983,3.61048,True,3.6181e-14,ok
5.0,15,201.142,3.42944,True,2.02389e-14,ok
5.2,1,24.8296,1.11454,True,5.51649e-16,ok
5.2,2,19.8431,1.49812,True,4.48516e-15,ok
5.2,3,20.3717,2.56445,True,5.11087e-15,ok
5.2,4,22.558,3.56526,True,3.52803e-15,ok
5.2,5,26.146,4.24817,True,4.00724e-15,ok
5.2,6,31.315,4.59761,True,2.93349e-15,ok
5.2,7,38.3185,4.69528,True,1.95804e-14,ok
5.2,8,47.4145,4.63394,True,5.96008e-16,ok
5.2,9,58.8639,4.48443,True,3.01411e-14,ok
5.2,10,72.9388,4.29257,True,1.17628e-14,ok
5.2,11,89.9275,4.08549,True,3.24293e-15,ok
5.2,12,110.136,3.87833,True,1.54469e-14,ok
5.2,13,133.889,3.67899,True,4.35778e-14,ok
5.2,14,161.527,3.49121,True,3.11237e-14,ok
5.2,15,193.409,3.31641,True,9.15813e-15,ok
5.4,1,23.9001,1.07353,True,2.3031e-15,ok
5.4,2,19.1026,1.44356,True,0.0,ok
5.4,3,19.6141,2.47234,True,2.03586e-15,ok
5.4,4,21.7234,3.43958,True,6.56737e-16,ok
5.4,5,25.1819,4.10133,True,9.80434e-15,ok
5.4,6,30.1617,4.44152,True,7.66551e-15,ok
5.4,7,36.9066,4.53826,True,4.00155e-15,ok
5.4,8,45.6656,4.48085,True,2.11765e-14,ok
5.4,9,56.6904,4.33766,True,1.67113e-14,ok
5.4,10,70.2434,4.15309,True,1.67556e-14,ok
5.4,11,86.6022,3.95348,True,3.08012e-14,ok
5.4,12,106.062,3.75356,True,1.95527e-14,ok
5.4,13,128.934,3.56103,True,3.66045e-14,ok
5.4,14,155.548,3.37957,True,4.43815e-14,ok
5.4,15,186.249,3.21059,True,2.97545e-14,ok
5.6,1,23.0376,1.03543,True,1.90447e-15,ok
5.6,2,18.4154,1.39284,True,3.01536e-15,ok
5.6,3,18.9109,2.38663,True,2.84573e-15,ok
5.6,4,20.9483,3.32247,True,7.9661e-15,ok
5.6,5,24.2864,3.9643,True,7.41535e-15,ok
5.6,6,29.0903,4.29568,True,8.70689e-15,ok
5.6,7,35.595,4.39142,True,0.0,ok
5.6,8,44.0412,4.33754,True,0.0,ok
5.6,9,54.6719,4.20019,True,1.02827e-14,ok
5.6,10,67.7403,4.02239,True,1.7963e-14,ok
5.6,11,83.5142,3.82973,True,2.23898e-14,ok
5.6,12,102.278,3.63656,True,2.56938e-14,ok
5.6,13,124.333,3.4504,True,1.78436e-14,ok
5.6,14,149.996,3.27485,True,2.97669e-15,ok
5.6,15,179.6,3.11131,True,1.93451e-14,ok
5.8,1,22.2353,0.999951,True,0.0,ok
5.8,2,17.7759,1.34556,True,3.21614e-15,ok
5.8,3,18.2563,2.30667,True,8.86081e-16,ok
5.8,4,20.2266,3.21308,True,8.02326e-15,ok
5.8,5,23.4525,3.83614,True,1.10281e-14,ok
5.8,6,28.0924,4.15912,True,9.60248e-15,ok
5.8,7,34.3736,4.25378,True,8.03563e-15,ok
5.8,8,42.5285,4.20312,True,0.0,ok
