Pr,m,Ra_c,omega_c,crossing_found,sigma_min,status
0.01,1,1670.9,0.0,True,0.0,ok
0.01,2,2114.3,-532.238,True,5.74668e-09,ok
0.01,3,2406.22000674335,-562.7569996869158,True,7.59399e-07,ok
0.01,4,2874.469999875523,-554.1950000057708,True,1.37264e-08,ok
0.01,5,3456.640000166211,-528.8749999926129,True,1.62791e-08,ok
0.01,6,4147.160370534097,-496.3439845610793,True,3.46727e-05,ok
0.01,7,4962.769886341319,-460.09800433722614,True,9.20867e-06,ok
0.01,8,5930.5800689378475,-420.47599733649224,True,4.86954e-06,ok
0.01,9,7083.420000597774,-376.05899997608907,True,3.69219e-08,ok
0.01,10,8461.01,-323.997,True,1.32451e-09,ok
0.01,11,9816.608699526194,1065.9900772558697,True,8.52086e-05,ok
0.01,12,11306.600022366105,949.1469986210504,True,1.35955e-06,ok
0.01,13,12993.999531367004,825.8940314145706,True,2.71005e-05,ok
0.01,14,14803.999999672185,691.6540000278642,True,2.07425e-08,ok
0.01,15,16520.39989641643,552.9350104966426,True,8.39846e-06,ok
0.03,1,1032.0100004188803,-336.945999964096,True,7.50183e-08,ok
0.03,2,875.4290029318761,-454.65599958821963,True,7.66858e-07,ok
0.03,3,928.3089999042694,-492.2290000146547,True,2.79266e-08,ok
0.03,4,1054.2199999366019,-494.60500000903636,True,1.83876e-08,ok
0.03,5,1228.0399735303106,-480.1120034143578,True,7.24817e-06,ok
0.03,6,1445.9899634201938,-456.7680042992325,True,9.1132e-06,ok
0.03,7,1711.9799983884309,-427.65500017930515,True,3.58066e-07,ok
0.03,8,2033.3600034475558,-393.29499960883504,True,6.72311e-07,ok
0.03,9,2419.619999796781,-352.6630000230738,True,3.51718e-08,ok
0.03,10,2882.76,-303.284,True,9.54939e-10,ok
0.03,11,3440.03,-240.213,True,4.9223e-11,ok
0.03,12,4007.869971210092,865.5430055660488,True,4.55676e-06,ok
0.03,13,4575.630044909004,740.7959889432688,True,7.36293e-06,ok
0.03,14,5162.2911960416195,601.077650785379,True,0.000220781,ok
0.03,15,5656.519991182839,468.63400321567093,True,2.77366e-06,ok
0.05,1,788.8030002642721,-284.8959999735728,True,6.66464e-08,ok
0.05,2,649.6969372042529,-389.8240127092658,True,2.57725e-05,ok
0.05,3,647.9520802871573,-431.40098394256853,True,3.63799e-05,ok
0.05,4,699.981850754588,-442.8040321122888,True,6.68167e-05,ok
0.05,5,788.9669540824535,-437.51400897745356,True,1.89795e-05,ok
0.05,6,910.6439988769177,-421.8660002066072,True,4.24041e-07,ok
0.05,7,1065.5400059828553,-398.6689989031432,True,2.02673e-06,ok
0.05,8,1256.63000009616,-368.68999998285847,True,2.82313e-08,ok
0.05,9,1488.590000064174,-331.2569999880208,True,1.67777e-08,ok
0.05,10,1767.75,-284.218,True,5.30534e-10,ok
0.05,11,2103.34,-222.939,True,1.06265e-11,ok
0.05,12,2513.2,-135.72,True,2.70008e-12,ok
0.05,13,2919.8800004640434,643.5279997747805,True,1.17894e-07,ok
0.05,14,3239.9599811350213,495.56001886497876,True,1.03288e-05,ok
0.05,15,3459.6799999294976,387.5090000491447,True,4.6666e-08,ok
0.07,1,677.429,-245.256,True,4.58527e-09,ok
0.07,2,548.6389964777443,-337.4070011740852,True,1.54904e-06,ok
0.07,3,526.196007025277,-380.7199984837532,True,4.11809e-06,ok
0.07,4,548.2799960781285,-398.90900093482753,True,2.27058e-06,ok
0.07,5,601.8549803317019,-400.81001966829814,True,1.37535e-05,ok
0.07,6,682.631002155548,-391.2409994945211,True,1.03715e-06,ok
0.07,7,789.8610006147703,-372.7859998549257,True,2.66443e-07,ok
0.07,8,924.8250002925364,-346.3959999290382,True,1.13796e-07,ok
0.07,9,1090.19,-311.655,True,3.823e-09,ok
0.07,10,1289.87,-266.67,True,2.49561e-10,ok
0.07,11,1529.52,-207.113,True,5.20889e-13,ok
0.07,12,1819.13,-122.234,True,9.33074e-13,ok
0.07,13,2198.62,41.2174,True,2.30462e-12,ok
