Pr,m,Ra_c,omega_c,crossing_found,sigma_min,status
0.01,1,1037.5,0.0,True,0.0,ok
0.01,2,3402.48,-154.412,True,9.85093e-10,ok
0.01,3,3975.57,-156.402,True,7.12413e-10,ok
0.01,4,4973.36,-143.2,True,2.83516e-10,ok
0.01,5,6169.407579421928,618.8810740993288,True,0.000106011,ok
0.01,6,7446.279640124928,528.2830112460961,True,1.39238e-05,ok
0.01,7,9061.831259465893,442.6029370267054,True,4.93789e-05,ok
0.01,8,10925.59997370507,353.4590002629493,True,3.67037e-08,ok
0.01,9,12688.100023272204,265.1619988459297,True,1.507e-06,ok
0.01,10,14086.0,204.834,True,3.48639e-09,ok
0.01,11,15512.1,172.299,True,4.53189e-12,ok
0.01,12,17233.6,152.508,True,1.21042e-13,ok
0.01,13,19332.7,138.604,True,2.33283e-13,ok
0.01,14,21850.2,127.897,True,2.83758e-14,ok
0.01,15,24819.7,119.172,True,2.46363e-14,ok
0.03,1,1141.25,0.0,True,0.0,ok
0.03,2,1183.36,-142.388,True,2.14161e-10,ok
0.03,3,1367.74,-145.918,True,1.68766e-09,ok
0.03,4,1700.19,-134.31,True,8.7965e-11,ok
0.03,5,2170.2,-110.478,True,2.75251e-13,ok
0.03,6,2682.8900016148855,483.871999837451,True,1.62576e-07,ok
0.03,7,3211.8400281890713,402.83299677114445,True,2.7122e-06,ok
0.03,8,3812.2102514494477,313.7409616447996,True,2.94148e-05,ok
0.03,9,4319.3500013784,232.17199977354863,True,2.74018e-07,ok
0.03,10,4722.73,185.499,True,1.11234e-09,ok
0.03,11,5179.8,160.547,True,5.96922e-12,ok
0.03,12,5748.28,144.442,True,3.80018e-13,ok
0.03,13,6446.08,132.55,True,1.06674e-13,ok
0.03,14,7284.44,123.065,True,3.94088e-13,ok
0.03,15,8273.86,115.146,True,2.30002e-13,ok
0.05,1,867.702,-98.4122,True,7.14031e-13,ok
0.05,2,744.927,-131.833,True,4.9781e-10,ok
0.05,3,849.351,-136.493,True,3.79176e-10,ok
0.05,4,1047.14,-126.196,True,6.69936e-12,ok
0.05,5,1329.56,-103.475,True,5.57214e-13,ok
0.05,6,1716.44,-63.2864,True,2.08436e-13,ok
0.05,7,2066.3599938909633,359.6060012928427,True,8.76601e-07,ok
0.05,8,2395.4100112834767,269.9609963596586,True,2.9057e-06,ok
0.05,9,2632.53,201.787,True,3.23426e-09,ok
0.05,10,2845.43,168.863,True,4.67864e-10,ok
0.05,11,3112.3,150.197,True,1.36969e-12,ok
0.05,12,3451.08,137.165,True,3.26375e-14,ok
0.05,13,3868.85,126.997,True,1.39891e-14,ok
