Ek_folder,Ek,Pr_folder,Pr,Ra_folder,Ra,fd,fd_stderr,m_star,drift_path
Ek1.7e-4,0.00017,Pr0.1,0.1,Ra425_019,425.019,-17.068903963774456,2.3785995984994115e-05,3,/pfs/lustrep1/scratch/project_465001528/scalisim/THE/fs_RTC/Ek1.7e-4/Pr0.1/Ra425_019/movie/movie_test/drift.json
Ek1.7e-4,0.00017,Pr0.1,0.1,Ra429_2692,429.2692,-16.998777384411635,1.7339475465123424e-05,3,/pfs/lustrep1/scratch/project_465001528/scalisim/THE/fs_RTC/Ek1.7e-4/Pr0.1/Ra429_2692/movie/movie_test/drift.json
Ek1.7e-4,0.00017,Pr0.1,0.1,Ra534_6739,534.6739,-15.238925853653981,8.84947602844684e-08,3,/pfs/lustrep1/scratch/project_465001528/scalisim/THE/fs_RTC/Ek1.7e-4/Pr0.1/Ra534_6739/movie/movie_test/drift.json
Ek1.7e-4,0.00017,Pr0.1,0.1,Ra640_0786,640.0786,-14.532586549966922,6.304038545502708e-09,3,/pfs/lustrep1/scratch/project_465001528/scalisim/THE/fs_RTC/Ek1.7e-4/Pr0.1/Ra640_0786/movie/movie_test/drift.json
Ek1.7e-4,0.00017,Pr0.1,0.1,Ra743_7833,743.7833,-14.381290464952176,1.5245078288567673e-06,3,/pfs/lustrep1/scratch/project_465001528/scalisim/THE/fs_RTC/Ek1.7e-4/Pr0.1/Ra743_7833/movie/movie_test/drift.json
Ek1.7e-4,0.00017,Pr0.1,0.1,Ra745_4834,745.4834,-14.381039260618575,1.858374243143322e-06,3,/pfs/lustrep1/scratch/project_465001528/scalisim/THE/fs_RTC/Ek1.7e-4/Pr0.1/Ra745_4834/movie/movie_test/drift.json
Ek1.7e-4,0.00017,Pr0.1,0.1,Ra850_8881,850.8881,-14.426670611167921,0.0009750133661528977,3,/pfs/lustrep1/scratch/project_465001528/scalisim/THE/fs_RTC/Ek1.7e-4/Pr0.1/Ra850_8881/movie/movie_test/drift.json
Ek1.7e-4,0.00017,Pr0.1,0.1,Ra956_2928,956.2928,-13.988401038960765,0.03666779170169731,3,/pfs/lustrep1/scratch/project_465001528/scalisim/THE/fs_RTC/Ek1.7e-4/Pr0.1/Ra956_2928/movie/movie_test/drift.json
Ek1.7e-4,0.00017,Pr0.1,0.1,Ra1168_8023,1168.8023,-13.955047920858174,0.13604120800850608,3,/pfs/lustrep1/scratch/project_465001528/scalisim/THE/fs_RTC/Ek1.7e-4/Pr0.1/Ra1168_8023/movie/movie_test/drift.json
Ek1.7e-4,0.00017,Pr0.1,0.1,Ra1700_076,1700.076,-7.971673075943999,0.04846442242054959,3,/pfs/lustrep1/scratch/project_465001528/scalisim/THE/fs_RTC/Ek1.7e-4/Pr0.1/Ra1700_076/movie/movie_test/drift.json
