Ek_folder,Ek,Pr,m,Ra_c,omega_c,crossing_found,sigma_min,status
Ek6.7e-5,6.7e-05,0.07,3,609.4070340257648,-608.6980015466256,True,2.06009e-05,ok
Ek6.7e-5,6.7e-05,0.07,4,602.4843465032513,-682.7600133135728,True,0.00024311,ok
Ek6.7e-5,6.7e-05,0.07,5,627.234,-738.714,True,2.70881e-09,ok
Ek6.7e-5,6.7e-05,0.07,6,668.322000459433,-782.376,True,1.1789e-07,ok
Ek6.7e-5,6.7e-05,0.07,7,717.3209997939384,-814.5920000058624,True,2.04244e-07,ok
Ek6.7e-5,6.7e-05,0.07,8,772.6319998875774,-832.982,True,1.09195e-07,ok
Ek6.7e-5,6.7e-05,0.07,9,837.4679187463504,-836.5880270845498,True,7.48726e-05,ok
Ek6.7e-5,6.7e-05,0.07,10,915.267098478725,-826.9559677471425,True,8.46322e-05,ok
Ek6.7e-5,6.7e-05,0.07,11,1008.2799461453488,-806.280018903344,True,4.17132e-05,ok
Ek6.7e-5,6.7e-05,0.07,12,1118.0800695197686,-776.2319739300867,True,4.99143e-05,ok
Ek6.7e-5,6.7e-05,0.07,13,1246.1300059016432,-737.6749977828962,True,3.74671e-06,ok
Ek6.7e-5,6.7e-05,0.07,14,1394.0300044305836,-690.6739982671495,True,2.5732e-06,ok
Ek6.7e-5,6.7e-05,0.07,15,1563.6299990304246,-634.4840003928724,True,5.19598e-07,ok
Ek6.7e-5,6.7e-05,0.1,1,795.8240006160227,-305.2370000726376,True,1.67029e-07,ok
Ek6.7e-5,6.7e-05,0.1,2,549.4120038435552,-434.3080001770058,True,2.08726e-06,ok
Ek6.7e-5,6.7e-05,0.1,3,482.0160084728964,-527.267,True,6.19154e-06,ok
Ek6.7e-5,6.7e-05,0.1,4,465.5050245017114,-594.6329991886851,True,2.07891e-05,ok
Ek6.7e-5,6.7e-05,0.1,5,474.2740820555132,-644.8439949761931,True,7.73191e-05,ok
Ek6.7e-5,6.7e-05,0.1,6,498.53394011473335,-682.9240049418921,True,5.98748e-05,ok
Ek6.7e-5,6.7e-05,0.1,7,532.8409941227034,-711.4160006977652,True,6.22875e-06,ok
Ek6.7e-5,6.7e-05,0.1,8,574.195902961485,-730.6470178590289,True,0.000106924,ok
Ek6.7e-5,6.7e-05,0.1,9,622.0967004643331,-739.6980809167143,True,0.000330605,ok
Ek6.7e-5,6.7e-05,0.1,10,677.8769257283569,-737.922074271643,True,7.09877e-05,ok
Ek6.7e-5,6.7e-05,0.1,11,743.3939986062841,-725.533001393716,True,1.99687e-06,ok
Ek6.7e-5,6.7e-05,0.1,12,820.3049978450887,-703.1620009948969,True,1.92726e-06,ok
Ek6.7e-5,6.7e-05,0.1,13,909.9990050935288,-671.2979975124626,True,4.19044e-06,ok
Ek6.7e-5,6.7e-05,0.1,14,1013.7499993365026,-629.9590003413758,True,5.05214e-07,ok
Ek6.7e-5,6.7e-05,0.1,15,1132.8300001019898,-578.5019999435414,True,7.25315e-08,ok
Ek6.7e-5,6.7e-05,0.2,1,541.334,-205.151,True,5.87463e-09,ok
Ek6.7e-5,6.7e-05,0.2,2,388.394,-304.992,True,6.115e-09,ok
Ek6.7e-5,6.7e-05,0.2,3,335.6020055450344,-375.774,True,4.93783e-07,ok
Ek6.7e-5,6.7e-05,0.2,4,314.054999414253,-428.9959999926798,True,6.91256e-07,ok
Ek6.7e-5,6.7e-05,0.2,5,308.4879942575467,-469.942,True,1.27677e-06,ok
Ek6.7e-5,6.7e-05,0.2,6,313.30899824701703,-501.3110002727105,True,2.37644e-06,ok
Ek6.7e-5,6.7e-05,0.2,7,325.81599984017424,-524.7140000368544,True,2.24386e-07,ok
Ek6.7e-5,6.7e-05,0.2,8,344.43199951596307,-541.0390001474524,True,6.93359e-07,ok
Ek6.7e-5,6.7e-05,0.2,9,368.22299990477256,-550.5170000365724,True,1.37524e-07,ok
Ek6.7e-5,6.7e-05,0.2,10,396.8209995408342,-552.8590002156465,True,6.59503e-07,ok
Ek6.7e-5,6.7e-05,0.2,11,430.3700000423125,-547.4989999759487,True,5.89574e-08,ok
Ek6.7e-5,6.7e-05,0.2,12,469.3639999612626,-533.837000024753,True,5.26584e-08,ok
Ek6.7e-5,6.7e-05,0.2,13,514.441,-511.309,True,2.16686e-09,ok
Ek6.7e-5,6.7e-05,0.2,14,566.221,-479.292,True,9.87788e-11,ok
Ek6.7e-5,6.7e-05,0.2,15,625.206,-436.941,True,3.83021e-10,ok
Ek6.7e-5,6.7e-05,0.3,1,433.129,-157.167,True,1.4283e-09,ok
Ek6.7e-5,6.7e-05,0.3,2,318.48799935554,-238.35799980090155,True,5.00056e-07,ok
Ek6.7e-5,6.7e-05,0.3,3,275.18699964499285,-296.0689999058078,True,3.88474e-07,ok
Ek6.7e-5,6.7e-05,0.3,4,255.62299974214457,-340.007999955503,True,3.41662e-07,ok
Ek6.7e-5,6.7e-05,0.3,5,248.2330001302406,-374.2550000079902,True,1.93127e-07,ok
Ek6.7e-5,6.7e-05,0.3,6,248.6479999215254,-400.72700000453824,True,1.24907e-07,ok
Ek6.7e-5,6.7e-05,0.3,7,254.8439999435984,-420.48700000958536,True,9.38755e-08,ok
Ek6.7e-5,6.7e-05,0.3,8,265.7219998745018,-434.1220000348876,True,2.14346e-07,ok
Ek6.7e-5,6.7e-05,0.3,9,280.62600001728146,-441.8409999933434,True,2.95179e-08,ok
Ek6.7e-5,6.7e-05,0.3,10,299.195,-443.506,True,9.42172e-09,ok
Ek6.7e-5,6.7e-05,0.3,11,321.322,-438.705,True,2.54608e-09,ok
Ek6.7e-5,6.7e-05,0.3,12,347.1,-426.862,True,3.72586e-11,ok
Ek6.7e-5,6.7e-05,0.3,13,376.744,-407.321,True,1.13062e-09,ok
Ek6.7e-5,6.7e-05,0.3,14,410.475,-379.381,True,6.58216e-11,ok
Ek6.7e-5,6.7e-05,0.3,15,448.402,-342.275,True,1.96114e-11,ok
Ek6.7e-5,6.7e-05,0.4,1,364.673,-127.655,True,1.65146e-09,ok
Ek6.7e-5,6.7e-05,0.4,2,273.7139998983962,-196.3809998983962,True,8.90214e-08,ok
Ek6.7e-5,6.7e-05,0.4,3,237.44200015631245,-245.379000064074,True,1.69509e-07,ok
Ek6.7e-5,6.7e-05,0.4,4,220.23300005380185,-282.7410000179339,True,7.38883e-08,ok
Ek6.7e-5,6.7e-05,0.4,5,212.90000008596004,-311.8690000194434,True,1.35951e-07,ok
Ek6.7e-5,6.7e-05,0.4,6,211.853000108126,-334.34600000954055,True,1.83803e-07,ok
Ek6.7e-5,6.7e-05,0.4,7,215.421,-351.0,True,8.46281e-09,ok
Ek6.7e-5,6.7e-05,0.4,8,222.71599998009427,-362.2620000032635,True,3.79917e-08,ok
Ek6.7e-5,6.7e-05,0.4,9,233.2180000061934,-368.2739999981506,True,1.18715e-08,ok
Ek6.7e-5,6.7e-05,0.4,10,246.616,-368.927,True,1.70818e-09,ok
Ek6.7e-5,6.7e-05,0.4,11,262.751,-363.902,True,6.80315e-10,ok
Ek6.7e-5,6.7e-05,0.4,12,281.585,-352.727,True,4.56448e-10,ok
Ek6.7e-5,6.7e-05,0.4,13,303.144,-334.849,True,7.41544e-12,ok
Ek6.7e-5,6.7e-05,0.4,14,327.45,-309.695,True,2.49568e-13,ok
Ek6.7e-5,6.7e-05,0.4,15,354.419,-276.732,True,3.32116e-13,ok
Ek6.7e-5,6.7e-05,0.5,1,315.663,-107.483,True,6.05325e-10,ok
Ek6.7e-5,6.7e-05,0.5,2,241.04499997552577,-167.13899998822944,True,1.65003e-08,ok
Ek6.7e-5,6.7e-05,0.5,3,210.14699991112755,-209.77899995125668,True,9.48471e-08,ok
Ek6.7e-5,6.7e-05,0.5,4,195.00500004755028,-242.2270000229106,True,6.48746e-08,ok
Ek6.7e-5,6.7e-05,0.5,5,188.1240000296439,-267.41600001165995,True,4.78073e-08,ok
Ek6.7e-5,6.7e-05,0.5,6,186.49700002480697,-286.7270000062017,True,4.40171e-08,ok
Ek6.7e-5,6.7e-05,0.5,7,188.7,-300.867,True,2.84328e-09,ok
Ek6.7e-5,6.7e-05,0.5,8,193.976,-310.186,True,3.43952e-09,ok
Ek6.7e-5,6.7e-05,0.5,9,201.881,-314.793,True,4.67194e-09,ok
Ek6.7e-5,6.7e-05,0.5,10,212.138,-314.597,True,2.55235e-10,ok
Ek6.7e-5,6.7e-05,0.5,11,224.577,-309.343,True,9.42266e-11,ok
Ek6.7e-5,6.7e-05,0.5,12,239.103,-298.661,True,4.7697e-11,ok
Ek6.7e-5,6.7e-05,0.5,13,255.659,-282.121,True,4.83248e-12,ok
Ek6.7e-5,6.7e-05,0.5,14,274.171,-259.31,True,6.41549e-13,ok
Ek6.7e-5,6.7e-05,0.5,15,294.48,-229.917,True,8.02379e-13,ok
Ek6.7e-5,6.7e-05,0.6,1,278.413,-92.792,True,1.16064e-11,ok
Ek6.7e-5,6.7e-05,0.6,2,215.661,-145.492,True,3.24888e-09,ok
Ek6.7e-5,6.7e-05,0.6,3,188.94499985764676,-183.23499990872543,True,1.43601e-07,ok
Ek6.7e-5,6.7e-05,0.6,4,175.52900037556466,-211.8670002280214,True,4.98077e-07,ok
Ek6.7e-5,6.7e-05,0.6,5,169.167,-233.968,True,4.77842e-09,ok
Ek6.7e-5,6.7e-05,0.6,6,167.299,-250.771,True,4.84551e-09,ok
Ek6.7e-5,6.7e-05,0.6,7,168.694,-262.907,True,3.08383e-09,ok
Ek6.7e-5,6.7e-05,0.6,8,172.688,-270.685,True,1.89032e-09,ok
Ek6.7e-5,6.7e-05,0.6,9,178.889,-274.196,True,3.89002e-10,ok
Ek6.7e-5,6.7e-05,0.6,10,187.046,-273.372,True,1.91884e-10,ok
Ek6.7e-5,6.7e-05,0.6,11,196.988,-268.013,True,2.81923e-12,ok
Ek6.7e-5,6.7e-05,0.6,12,208.599,-257.829,True,1.23101e-11,ok
Ek6.7e-5,6.7e-05,0.6,13,221.781,-242.502,True,4.33562e-13,ok
Ek6.7e-5,6.7e-05,0.6,14,236.421,-221.754,True,6.82441e-13,ok
Ek6.7e-5,6.7e-05,0.6,15,252.341,-195.445,True,4.6385e-13,ok
Ek6.7e-5,6.7e-05,0.7,1,249.031,-81.6112,True,1.118e-09,ok
Ek6.7e-5,6.7e-05,0.7,2,195.1999999352544,-128.78999996361006,True,3.71477e-08,ok
Ek6.7e-5,6.7e-05,0.7,3,171.78999992069657,-162.6289999441588,True,7.49737e-08,ok
Ek6.7e-5,6.7e-05,0.7,4,159.80300006914183,-188.2160000480477,True,8.68127e-08,ok
Ek6.7e-5,6.7e-05,0.7,5,153.93599999122975,-207.84699999391248,True,1.38652e-08,ok
Ek6.7e-5,6.7e-05,0.7,6,151.98000001167486,-222.64400000663343,True,2.12302e-08,ok
Ek6.7e-5,6.7e-05,0.7,7,152.853,-233.181,True,2.41938e-09,ok
Ek6.7e-5,6.7e-05,0.7,8,155.969,-239.742,True,1.81434e-09,ok
Ek6.7e-5,6.7e-05,0.7,9,160.974,-242.417,True,1.84924e-10,ok
Ek6.7e-5,6.7e-05,0.7,10,167.639,-241.154,True,7.34555e-11,ok
Ek6.7e-5,6.7e-05,0.7,11,175.797,-235.799,True,3.47953e-11,ok
Ek6.7e-5,6.7e-05,0.7,12,185.324,-226.132,True,1.7076e-12,ok
Ek6.7e-5,6.7e-05,0.7,13,196.108,-211.922,True,7.79078e-14,ok
Ek6.7e-5,6.7e-05,0.7,14,208.023,-192.993,True,1.00149e-12,ok
Ek6.7e-5,6.7e-05,0.7,15,220.894,-169.322,True,3.73007e-13,ok
Ek6.7e-5,6.7e-05,0.8,1,225.232,-72.8187,True,8.36629e-10,ok
Ek6.7e-5,6.7e-05,0.8,2,178.29499969498642,-115.5059998197647,True,1.66573e-07,ok
Ek6.7e-5,6.7e-05,0.8,3,157.54200015568054,-146.15700010989215,True,1.36534e-07,ok
Ek6.7e-5,6.7e-05,0.8,4,146.74200003078371,-169.2580000230878,True,3.72975e-08,ok
Ek6.7e-5,6.7e-05,0.8,5,141.32099998553326,-186.8799999886133,True,2.19944e-08,ok
Ek6.7e-5,6.7e-05,0.8,6,139.34899997969907,-200.04999998518173,True,3.61153e-08,ok
Ek6.7e-5,6.7e-05,0.8,7,139.868,-209.302,True,1.48047e-09,ok
Ek6.7e-5,6.7e-05,0.8,8,142.351,-214.9,True,8.46195e-10,ok
Ek6.7e-5,6.7e-05,0.8,9,146.479,-216.935,True,8.11271e-11,ok
Ek6.7e-5,6.7e-05,0.8,10,152.038,-215.376,True,1.15271e-11,ok
Ek6.7e-5,6.7e-05,0.8,11,158.871,-210.105,True,3.77144e-12,ok
Ek6.7e-5,6.7e-05,0.8,12,166.852,-200.955,True,1.08582e-12,ok
Ek6.7e-5,6.7e-05,0.8,13,175.866,-187.763,True,6.11574e-13,ok
Ek6.7e-5,6.7e-05,0.8,14,185.787,-170.429,True,1.76354e-13,ok
Ek6.7e-5,6.7e-05,0.8,15,196.456,-149.003,True,1.05914e-12,ok
Ek6.7e-5,6.7e-05,1.0,1,189.023,-59.883,True,6.80069e-10,ok
Ek6.7e-5,6.7e-05,1.0,2,151.9369994941273,-95.70539970166482,True,2.43612e-07,ok
Ek6.7e-5,6.7e-05,1.0,3,135.1370001179112,-121.46300008867014,True,9.32548e-08,ok
Ek6.7e-5,6.7e-05,1.0,4,126.16999988536458,-140.7639999007046,True,1.26592e-07,ok
Ek6.7e-5,6.7e-05,1.0,5,121.4940000373544,-155.33400003076247,True,5.16226e-08,ok
Ek6.7e-5,6.7e-05,1.0,6,119.5850000068784,-166.05600000589578,True,1.18495e-08,ok
Ek6.7e-5,6.7e-05,1.0,7,119.671,-173.4,True,2.10098e-09,ok
Ek6.7e-5,6.7e-05,1.0,8,121.32,-177.609,True,1.24993e-09,ok
Ek6.7e-5,6.7e-05,1.0,9,124.263,-178.778,True,6.58672e-10,ok
Ek6.7e-5,6.7e-05,1.0,10,128.317,-176.905,True,2.68187e-11,ok
Ek6.7e-5,6.7e-05,1.0,11,133.341,-171.927,True,5.17892e-12,ok
Ek6.7e-5,6.7e-05,1.0,12,139.219,-163.753,True,6.16344e-13,ok
Ek6.7e-5,6.7e-05,1.0,13,145.843,-152.307,True,7.64579e-13,ok
Ek6.7e-5,6.7e-05,1.0,14,153.102,-137.582,True,4.59709e-13,ok
Ek6.7e-5,6.7e-05,1.0,15,160.869,-119.704,True,1.24285e-14,ok
Ek6.7e-5,6.7e-05,1.2,1,162.782,-50.8313,True,1.80757e-09,ok
Ek6.7e-5,6.7e-05,1.2,2,132.31500006015176,-81.66210003486628,True,2.59401e-08,ok
Ek6.7e-5,6.7e-05,1.2,3,118.2800005231555,-103.846000405276,True,3.77637e-07,ok
Ek6.7e-5,6.7e-05,1.2,4,110.643,-120.388,True,5.31421e-09,ok
Ek6.7e-5,6.7e-05,1.2,5,106.54600006530454,-132.76600005993288,True,8.45167e-08,ok
Ek6.7e-5,6.7e-05,1.2,6,104.743,-141.756,True,1.63663e-10,ok
Ek6.7e-5,6.7e-05,1.2,7,104.595,-147.781,True,4.66561e-09,ok
Ek6.7e-5,6.7e-05,1.2,8,105.735,-151.066,True,1.3945e-09,ok
Ek6.7e-5,6.7e-05,1.2,9,107.934,-151.712,True,1.1903e-10,ok
Ek6.7e-5,6.7e-05,1.2,10,111.033,-149.736,True,2.00644e-11,ok
Ek6.7e-5,6.7e-05,1.2,11,114.908,-145.109,True,3.8354e-13,ok
Ek6.7e-5,6.7e-05,1.2,12,119.456,-137.788,True,7.65728e-13,ok
Ek6.7e-5,6.7e-05,1.2,13,124.58,-127.745,True,1.41544e-13,ok
Ek6.7e-5,6.7e-05,1.2,14,130.188,-115.021,True,2.18026e-13,ok
Ek6.7e-5,6.7e-05,1.2,15,136.178,-99.7651,True,4.48912e-13,ok
Ek6.7e-5,6.7e-05,1.4,1,142.903,-44.1471,True,2.45956e-10,ok
Ek6.7e-5,6.7e-05,1.4,2,117.1409999406971,-71.19099996560432,True,2.35951e-08,ok
Ek6.7e-5,6.7e-05,1.4,3,105.12899985080882,-90.65659988624172,True,9.67318e-08,ok
Ek6.7e-5,6.7e-05,1.4,4,98.49300003082683,-105.11100002753793,True,2.93078e-08,ok
Ek6.7e-5,6.7e-05,1.4,5,94.8530999872838,-115.84899998749226,True,1.5539e-08,ok
Ek6.7e-5,6.7e-05,1.4,6,93.16299999116292,-123.56199999137846,True,1.30223e-08,ok
Ek6.7e-5,6.7e-05,1.4,7,92.8794,-128.635,True,1.32902e-09,ok
Ek6.7e-5,6.7e-05,1.4,8,93.6885,-131.28,True,5.99103e-11,ok
Ek6.7e-5,6.7e-05,1.4,9,95.3907,-131.598,True,2.32325e-10,ok
Ek6.7e-5,6.7e-05,1.4,10,97.8457,-129.622,True,1.94517e-11,ok
Ek6.7e-5,6.7e-05,1.4,11,100.945,-125.344,True,1.9078e-12,ok
Ek6.7e-5,6.7e-05,1.4,12,104.595,-118.746,True,3.66912e-13,ok
Ek6.7e-5,6.7e-05,1.4,13,108.715,-109.834,True,9.52169e-13,ok
Ek6.7e-5,6.7e-05,1.4,14,113.223,-98.6667,True,6.16403e-13,ok
Ek6.7e-5,6.7e-05,1.4,15,118.04,-85.4013,True,2.78344e-13,ok
Ek6.7e-5,6.7e-05,1.6,1,127.33,-39.0113,True,3.21649e-09,ok
Ek6.7e-5,6.7e-05,1.6,2,105.062999934773,-63.0872999478184,True,3.41768e-08,ok
Ek6.7e-5,6.7e-05,1.6,3,94.5851,-80.4185,True,5.82133e-11,ok
Ek6.7e-5,6.7e-05,1.6,4,88.72550101532667,-93.24380092158448,True,9.10897e-07,ok
Ek6.7e-5,6.7e-05,1.6,5,85.45329990632422,-102.71299990513845,True,1.07426e-07,ok
Ek6.7e-5,6.7e-05,1.6,6,83.8710999925484,-109.45099999295118,True,1.02656e-08,ok
Ek6.7e-5,6.7e-05,1.6,7,83.5089,-113.813,True,3.59264e-10,ok
Ek6.7e-5,6.7e-05,1.6,8,84.0926,-115.997,True,2.99231e-10,ok
Ek6.7e-5,6.7e-05,1.6,9,85.4465,-116.105,True,8.39062e-11,ok
Ek6.7e-5,6.7e-05,1.6,10,87.4462,-114.176,True,7.656e-12,ok
Ek6.7e-5,6.7e-05,1.6,11,89.9948,-110.219,True,1.25729e-12,ok
Ek6.7e-5,6.7e-05,1.6,12,93.0106,-104.234,True,7.53888e-13,ok
Ek6.7e-5,6.7e-05,1.6,13,96.4205,-96.2401,True,3.21345e-13,ok
Ek6.7e-5,6.7e-05,1.6,14,100.156,-86.3094,True,2.59742e-12,ok
Ek6.7e-5,6.7e-05,1.6,15,104.154,-74.5946,True,0.0,ok
Ek6.7e-5,6.7e-05,1.8,1,114.805,-34.9429,True,1.63368e-09,ok
Ek6.7e-5,6.7e-05,1.8,2,95.22689993806968,-56.63229996387399,True,2.19e-08,ok
Ek6.7e-5,6.7e-05,1.8,3,85.94699945007636,-72.24509955870325,True,3.31067e-07,ok
Ek6.7e-5,6.7e-05,1.8,4,80.70480018169592,-83.76500016630676,True,1.55194e-07,ok
Ek6.7e-5,6.7e-05,1.8,5,77.73389992472255,-92.2266999238156,True,8.25548e-08,ok
Ek6.7e-5,6.7e-05,1.8,6,76.2509,-98.2002,True,2.7808e-09,ok
Ek6.7e-5,6.7e-05,1.8,7,75.8432,-102.014,True,1.28976e-09,ok
Ek6.7e-5,6.7e-05,1.8,8,76.2681,-103.855,True,1.65917e-09,ok
Ek6.7e-5,6.7e-05,1.8,9,77.369,-103.824,True,4.26682e-11,ok
Ek6.7e-5,6.7e-05,1.8,10,79.0347,-101.966,True,1.86882e-11,ok
Ek6.7e-5,6.7e-05,1.8,11,81.1782,-98.2972,True,1.69291e-12,ok
Ek6.7e-5,6.7e-05,1.8,12,83.7265,-92.8295,True,2.69076e-13,ok
Ek6.7e-5,6.7e-05,1.8,13,86.6151,-85.5928,True,7.43466e-13,ok
Ek6.7e-5,6.7e-05,1.8,14,89.7852,-76.6624,True,6.52492e-13,ok
Ek6.7e-5,6.7e-05,1.8,15,93.1832,-66.1845,True,3.79938e-13,ok
Ek6.7e-5,6.7e-05,2.0,1,104.515,-31.641,True,3.01514e-10,ok
Ek6.7e-5,6.7e-05,2.0,2,87.0634998169854,-51.37069989572424,True,6.29224e-08,ok
Ek6.7e-5,6.7e-05,2.0,3,78.74339989394232,-65.57149991751069,True,5.99819e-08,ok
Ek6.7e-5,6.7e-05,2.0,4,74.00301210949213,-76.0235,True,1.31659e-08,ok
Ek6.7e-5,6.7e-05,2.0,5,71.2830999652673,-83.6668999646241,True,3.65228e-08,ok
Ek6.7e-5,6.7e-05,2.0,6,69.89019997095139,-89.02599996966033,True,3.74199e-08,ok
Ek6.7e-5,6.7e-05,2.0,7,69.4571,-92.4066,True,4.16455e-09,ok
Ek6.7e-5,6.7e-05,2.0,8,69.7669,-93.986,True,4.75217e-10,ok
Ek6.7e-5,6.7e-05,2.0,9,70.6786,-93.8618,True,2.85511e-10,ok
Ek6.7e-5,6.7e-05,2.0,10,72.0916,-92.0823,True,3.92316e-11,ok
Ek6.7e-5,6.7e-05,2.0,11,73.9276,-88.6702,True,2.73556e-12,ok
Ek6.7e-5,6.7e-05,2.0,12,76.1207,-83.6438,True,3.11759e-13,ok
Ek6.7e-5,6.7e-05,2.0,13,78.6135,-77.039,True,3.5005e-13,ok
Ek6.7e-5,6.7e-05,2.0,14,81.3546,-68.9319,True,1.73097e-13,ok
Ek6.7e-5,6.7e-05,2.0,15,84.2986,-59.4608,True,3.3733e-13,ok
Ek6.7e-5,6.7e-05,2.2,1,95.9127,-28.9082,True,4.1346e-09,ok
Ek6.7e-5,6.7e-05,2.2,2,80.1817999004335,-47.00059994351516,True,3.32718e-08,ok
Ek6.7e-5,6.7e-05,2.2,3,72.64599974369318,-60.02129979976029,True,1.41572e-07,ok
Ek6.7e-5,6.7e-05,2.2,4,68.32130007004172,-69.58400006448011,True,5.53687e-08,ok
Ek6.7e-5,6.7e-05,2.2,5,65.81339996341198,-76.55049996268984,True,3.72804e-08,ok
Ek6.7e-5,6.7e-05,2.2,6,64.5018,-81.4064,True,7.08283e-10,ok
Ek6.7e-5,6.7e-05,2.2,7,64.0562,-84.4374,True,9.51205e-10,ok
Ek6.7e-5,6.7e-05,2.2,8,64.2806,-85.8119,True,1.01734e-10,ok
Ek6.7e-5,6.7e-05,2.2,9,65.0471,-85.6246,True,1.85154e-10,ok
Ek6.7e-5,6.7e-05,2.2,10,66.2643,-83.9253,True,6.01782e-11,ok
Ek6.7e-5,6.7e-05,2.2,11,67.8607,-80.7406,True,1.25514e-12,ok
Ek6.7e-5,6.7e-05,2.2,12,69.7768,-76.0933,True,4.04129e-13,ok
Ek6.7e-5,6.7e-05,2.2,13,71.9608,-70.0225,True,1.19079e-13,ok
Ek6.7e-5,6.7e-05,2.2,14,74.3674,-62.6035,True,1.6317e-13,ok
Ek6.7e-5,6.7e-05,2.2,15,76.9575,-53.9666,True,1.46514e-13,ok
Ek6.7e-5,6.7e-05,2.4,1,88.6154,-26.6091,True,5.71714e-09,ok
Ek6.7e-5,6.7e-05,2.4,2,74.30319980161283,-43.31359988740188,True,6.43928e-08,ok
Ek6.7e-5,6.7e-05,2.4,3,67.41959975205583,-55.33369979854536,True,1.35414e-07,ok
Ek6.7e-5,6.7e-05,2.4,4,63.44419987328537,-64.1448998814605,True,9.69007e-08,ok
Ek6.7e-5,6.7e-05,2.4,5,61.11800004359589,-70.54280004424433,True,4.32756e-08,ok
Ek6.7e-5,6.7e-05,2.4,6,59.8797,-74.9794,True,1.68416e-09,ok
Ek6.7e-5,6.7e-05,2.4,7,59.4298,-77.7232,True,1.17265e-09,ok
Ek6.7e-5,6.7e-05,2.4,8,59.5896,-78.9341,True,9.27809e-10,ok
Ek6.7e-5,6.7e-05,2.4,9,60.2425,-78.7039,True,5.46969e-11,ok
Ek6.7e-5,6.7e-05,2.4,10,61.3046,-77.0828,True,2.41031e-11,ok
Ek6.7e-5,6.7e-05,2.4,11,62.7104,-74.0998,True,1.905e-13,ok
Ek6.7e-5,6.7e-05,2.4,12,64.4055,-69.7809,True,2.19622e-13,ok
Ek6.7e-5,6.7e-05,2.4,13,66.3431,-64.1667,True,2.85699e-13,ok
Ek6.7e-5,6.7e-05,2.4,14,68.4828,-57.3305,True,4.21923e-13,ok
Ek6.7e-5,6.7e-05,2.4,15,70.7905,-49.3951,True,1.10045e-13,ok
Ek6.7e-5,6.7e-05,2.6,1,82.3476,-24.6482,True,6.99158e-09,ok
Ek6.7e-5,6.7e-05,2.6,2,69.22419994912154,-40.16159997138087,True,1.60326e-08,ok
Ek6.7e-5,6.7e-05,2.6,3,62.89080109033994,-51.32270084683971,True,5.68188e-07,ok
Ek6.7e-5,6.7e-05,2.6,4,59.21319986050483,-59.49079987032843,True,1.03252e-07,ok
Ek6.7e-5,6.7e-05,2.6,5,57.04409995475236,-65.40459995370009,True,4.35596e-08,ok
Ek6.7e-5,6.7e-05,2.6,6,55.872000009878505,-69.48700001046004,True,1.17057e-08,ok
Ek6.7e-5,6.7e-05,2.6,7,55.423,-71.9911,True,9.14128e-10,ok
Ek6.7e-5,6.7e-05,2.6,8,55.5334,-73.0691,True,5.22225e-10,ok
Ek6.7e-5,6.7e-05,2.6,9,56.0957,-72.8097,True,9.0383e-11,ok
Ek6.7e-5,6.7e-05,2.6,10,57.0326,-71.2631,True,1.72929e-11,ok
Ek6.7e-5,6.7e-05,2.6,11,58.2839,-68.4598,True,3.21143e-13,ok
Ek6.7e-5,6.7e-05,2.6,12,59.7996,-64.4275,True,1.33212e-13,ok
Ek6.7e-5,6.7e-05,2.6,13,61.5368,-59.2075,True,4.74327e-13,ok
Ek6.7e-5,6.7e-05,2.6,14,63.4593,-52.8708,True,0.0,ok
Ek6.7e-5,6.7e-05,2.6,15,65.537,-45.5332,True,1.29476e-13,ok
Ek6.7e-5,6.7e-05,2.8,1,76.9061,-22.9561,True,1.06044e-09,ok
Ek6.7e-5,6.7e-05,2.8,2,64.79249990913198,-37.43609994951777,True,2.82522e-08,ok
Ek6.7e-5,6.7e-05,2.8,3,58.92940201956627,-47.8521015439102,True,1.04127e-06,ok
Ek6.7e-5,6.7e-05,2.8,4,55.5082,-55.4638,True,1.63276e-09,ok
Ek6.7e-5,6.7e-05,2.8,5,53.47649996868976,-60.96069996789373,True,2.94134e-08,ok
Ek6.7e-5,6.7e-05,2.8,6,52.364300018700014,-64.7401000198551,True,2.16977e-08,ok
Ek6.7e-5,6.7e-05,2.8,7,51.9197,-67.0415,True,1.70463e-09,ok
Ek6.7e-5,6.7e-05,2.8,8,51.9916,-68.0098,True,6.38095e-10,ok
Ek6.7e-5,6.7e-05,2.8,9,52.4806,-67.7309,True,7.48159e-11,ok
Ek6.7e-5,6.7e-05,2.8,10,53.3151,-66.2544,True,1.93654e-11,ok
Ek6.7e-5,6.7e-05,2.8,11,54.4392,-63.6117,True,7.12614e-13,ok
Ek6.7e-5,6.7e-05,2.8,12,55.8067,-59.8315,True,7.14147e-14,ok
Ek6.7e-5,6.7e-05,2.8,13,57.3783,-54.955,True,1.41452e-13,ok
Ek6.7e-5,6.7e-05,2.8,14,59.1211,-49.0509,True,1.41907e-13,ok
Ek6.7e-5,6.7e-05,2.8,15,61.0084,-42.2283,True,1.23737e-13,ok
Ek6.7e-5,6.7e-05,3.0,1,72.138,-21.4812,True,9.72663e-13,ok
Ek6.7e-5,6.7e-05,3.0,2,60.892200129107714,-35.056400071667746,True,3.95748e-08,ok
Ek6.7e-5,6.7e-05,3.0,3,55.43530195938657,-44.819901494432166,True,9.8955e-07,ok
Ek6.7e-5,6.7e-05,3.0,4,52.23749997903885,-51.94559998065125,True,1.4874e-08,ok
